file,line,component,kind,value,class,offbrand,form,marks
"src/App.jsx","1473","App","token","T.ok","neutral-status","","svg","<path d=""M22 40 L45 25 L68 32 L80 20"" stroke={T.ok} strokeWidth=""4"" fill=""none"" strokeLinecap=""round""/>"
"src/App.jsx","1474","App","token","T.ok","neutral-status","","svg","<circle cx=""80"" cy=""20"" r=""4"" fill={T.ok}/>"
"src/App.jsx","1477","App","token","T.inkMuted","type","","text","<p style={{ color: T.inkMuted, fontSize: '0.875rem', margin: 0 }}>Sign in to continue</p>"
"src/App.jsx","1757","App","token","T.warn","event","","text","<div style={{ background: dbOffline === 'auth' ? T.warn : T.danger, color:T.surface, padding:'0.5rem 1.25rem', display:'flex', alignItems:'center', ju"
"src/App.jsx","1757","App","token","T.danger","event","","text","<div style={{ background: dbOffline === 'auth' ? T.warn : T.danger, color:T.surface, padding:'0.5rem 1.25rem', display:'flex', alignItems:'center', ju"
"src/App.jsx","1762","App","rgb","rgba(255,255,255,0.2)","?","","r 4px · tint bg · text","<button onClick={() => setDbOffline(false)} style={{ background:'rgba(255,255,255,0.2)', border:'none', color:T.surface, borderRadius:'4px', padding:'"
"src/App.jsx","1792","App","token","T.danger","event","","r 999px · solid bg · text","<span style={{ position: 'absolute', top: '3px', right: '3px', background: T.danger, color: T.surface, borderRadius: '999px', fontSize: '0.5rem', font"
"src/App.jsx","1798","App","token","T.danger","?","","r 999px · solid bg · text","<span style={{ position: 'absolute', top: '4px', right: '4px', background: T.danger, color: T.surface, borderRadius: '999px', fontSize: '0.5rem', font"
"src/App.jsx","1863","App","rgb","rgba(255,255,255,0.6)","?","","text","<div style={{ display: 'flex', alignItems: 'center', marginLeft: 'auto', padding: '0 0.75rem', fontSize: '0.6875rem', color: 'rgba(255,255,255,0.6)', "
"src/App.jsx","1985","App","token","T.ok","?","","—","const healthColor = health ? (health.score >= 70 ? T.ok : health.score >= 40 ? T.warn : T.danger) : T.inkMuted;"
"src/App.jsx","1985","App","token","T.warn","?","","—","const healthColor = health ? (health.score >= 70 ? T.ok : health.score >= 40 ? T.warn : T.danger) : T.inkMuted;"
"src/App.jsx","1985","App","token","T.danger","?","","—","const healthColor = health ? (health.score >= 70 ? T.ok : health.score >= 40 ? T.warn : T.danger) : T.inkMuted;"
"src/App.jsx","1985","App","token","T.inkMuted","type","","—","const healthColor = health ? (health.score >= 70 ? T.ok : health.score >= 40 ? T.warn : T.danger) : T.inkMuted;"
"src/App.jsx","1986","App","token","T.ok","?","","—","const healthBg = health ? (health.score >= 70 ? `${T.ok}18` : health.score >= 40 ? `${T.warn}18` : `${T.danger}14`) : T.surface2;"
"src/App.jsx","1986","App","token","T.warn","?","","—","const healthBg = health ? (health.score >= 70 ? `${T.ok}18` : health.score >= 40 ? `${T.warn}18` : `${T.danger}14`) : T.surface2;"
"src/App.jsx","1986","App","token","T.danger","?","","—","const healthBg = health ? (health.score >= 70 ? `${T.ok}18` : health.score >= 40 ? `${T.warn}18` : `${T.danger}14`) : T.surface2;"
"src/App.jsx","1992","App","rgb","rgba(0,0,0,0.25)","brand","","tint bg","style={{ position: 'fixed', inset: 0, background: 'rgba(0,0,0,0.25)', zIndex: 9000 }} />"
"src/App.jsx","1995","App","rgb","rgba(0,0,0,0.12)","brand","","shadow","<div style={{ position: 'fixed', top: 0, right: 0, bottom: 0, width: '420px', background: T.surface, zIndex: 9001, boxShadow: '-4px 0 24px rgba(0,0,0,"
"src/App.jsx","1998","App","hex","#1c1917","brand","","solid bg · text","<div style={{ background: '#1c1917', padding: '1.25rem 1.5rem', color: T.surface, flexShrink: 0 }}>"
"src/App.jsx","2005","App","rgb","rgba(245,241,235,0.1)","?","","r 6px · tint bg · text","style={{ background: 'rgba(245,241,235,0.1)', border: '1px solid rgba(245,241,235,0.15)', color: T.surface, borderRadius: '6px', width: '28px', height"
"src/App.jsx","2005","App","rgb","rgba(245,241,235,0.15)","?","","r 6px · tint bg · text","style={{ background: 'rgba(245,241,235,0.1)', border: '1px solid rgba(245,241,235,0.15)', color: T.surface, borderRadius: '6px', width: '28px', height"
"src/App.jsx","2008","App","token","T.inkMuted","type","","text","<div style={{ fontSize: '0.8125rem', color: T.inkMuted }}>"
"src/App.jsx","2018","App","token","T.inkMuted","type","","text","<div style={{ fontSize: '0.625rem', fontWeight: '700', color: T.inkMuted, textTransform: 'uppercase', letterSpacing: '0.08em', marginBottom: '0.5rem' "
"src/App.jsx","2020","App","hex","#1c1917","brand","","r 10px · 1px border · text","<div style={{ fontWeight: '700', fontSize: '0.9375rem', color: '#1c1917', marginBottom: '0.25rem' }}>{matchedOpp.opportunityName || matchedOpp.account"
"src/App.jsx","2022","App","token","T.info","categorical","","text","<div style={{ fontWeight: '700', fontSize: '0.875rem', color: T.info, marginTop: '0.25rem' }}>${(matchedOpp.arr || 0).toLocaleString()} Revenue</div>"
"src/App.jsx","2026","App","token","T.warn","?","","r 8px · tint bg · 1px border · text","<div style={{ background: `${T.warn}18`, border: `1px solid ${T.warn}40`, borderRadius: '8px', padding: '0.75rem 1rem', fontSize: '0.8125rem', color: "
"src/App.jsx","2026","App","token","T.warn","?","","r 8px · tint bg · 1px border · text","<div style={{ background: `${T.warn}18`, border: `1px solid ${T.warn}40`, borderRadius: '8px', padding: '0.75rem 1rem', fontSize: '0.8125rem', color: "
"src/App.jsx","2026","App","token","T.warn","?","","r 8px · tint bg · 1px border · text","<div style={{ background: `${T.warn}18`, border: `1px solid ${T.warn}40`, borderRadius: '8px', padding: '0.75rem 1rem', fontSize: '0.8125rem', color: "
"src/App.jsx","2034","App","token","T.inkMuted","type","","text","<div style={{ fontSize: '0.625rem', fontWeight: '700', color: T.inkMuted, textTransform: 'uppercase', letterSpacing: '0.08em', marginBottom: '0.5rem' "
"src/App.jsx","2053","App","token","T.inkMuted","type","","text","<div style={{ fontSize: '0.625rem', fontWeight: '700', color: T.inkMuted, textTransform: 'uppercase', letterSpacing: '0.08em', marginBottom: '0.5rem' "
"src/App.jsx","2062","App","token","T.inkMuted","type","","text","<div style={{ fontSize: '0.625rem', fontWeight: '700', color: T.inkMuted, textTransform: 'uppercase', letterSpacing: '0.06em' }}>{label}</div>"
"src/App.jsx","2073","App","token","T.inkMuted","type","","text","<div style={{ fontSize: '0.625rem', fontWeight: '700', color: T.inkMuted, textTransform: 'uppercase', letterSpacing: '0.08em', marginBottom: '0.5rem' "
"src/App.jsx","2075","App","token","T.inkMuted","type","","text","<div style={{ fontSize: '0.8125rem', color: T.inkMuted, fontStyle: 'italic' }}>No contacts found for this account</div>"
"src/App.jsx","2080","App","token","T.info","info?","","r 6px · tint bg · 1px border · text","<div style={{ width: '32px', height: '32px', borderRadius: '50%', background: `${T.info}14`, display: 'flex', alignItems: 'center', justifyContent: 'c"
"src/App.jsx","2080","App","token","T.info","info?","","r 6px · tint bg · 1px border · text","<div style={{ width: '32px', height: '32px', borderRadius: '50%', background: `${T.info}14`, display: 'flex', alignItems: 'center', justifyContent: 'c"
"src/App.jsx","2087","App","token","T.inkMuted","type","","text","{c.phone && <div style={{ fontSize: '0.6875rem', color: T.inkMuted, flexShrink: 0 }}>{c.phone}</div>}"
"src/App.jsx","2098","App","token","T.inkMuted","type","","text","<div style={{ fontSize: '0.625rem', fontWeight: '700', color: T.inkMuted, textTransform: 'uppercase', letterSpacing: '0.08em', marginBottom: '0.5rem' "
"src/App.jsx","2100","App","token","T.inkMuted","type","","text","<div style={{ fontSize: '0.8125rem', color: T.inkMuted, fontStyle: 'italic' }}>No activities logged yet</div>"
"src/App.jsx","2105","App","token","T.info","categorical","","r 6px · tint bg · 1px border · text","<div style={{ fontSize: '0.6875rem', fontWeight: '700', color: T.info, background: `${T.info}14`, padding: '0.15rem 0.375rem', borderRadius: '4px', wh"
"src/App.jsx","2105","App","token","T.info","categorical","","r 6px · tint bg · 1px border · text","<div style={{ fontSize: '0.6875rem', fontWeight: '700', color: T.info, background: `${T.info}14`, padding: '0.15rem 0.375rem', borderRadius: '4px', wh"
"src/App.jsx","2108","App","token","T.inkMuted","type","","text","<div style={{ fontSize: '0.6875rem', color: T.inkMuted, marginTop: '0.1rem' }}>{a.date}</div>"
"src/App.jsx","2120","App","token","T.inkMuted","type","","text","<div style={{ fontSize: '0.625rem', fontWeight: '700', color: T.inkMuted, textTransform: 'uppercase', letterSpacing: '0.08em', marginBottom: '0.5rem' "
"src/App.jsx","2122","App","token","T.inkMuted","type","","text","<div style={{ fontSize: '0.8125rem', color: T.inkMuted, fontStyle: 'italic' }}>No open tasks</div>"
"src/App.jsx","2127","App","token","T.danger","categorical","","r 6px · 1px border","<div style={{ width: '8px', height: '8px', borderRadius: '50%', background: t.priority === 'High' ? T.danger : t.priority === 'Low' ? T.ok : T.warn, f"
"src/App.jsx","2127","App","token","T.ok","categorical","","r 6px · 1px border","<div style={{ width: '8px', height: '8px', borderRadius: '50%', background: t.priority === 'High' ? T.danger : t.priority === 'Low' ? T.ok : T.warn, f"
"src/App.jsx","2127","App","token","T.warn","categorical","","r 6px · 1px border","<div style={{ width: '8px', height: '8px', borderRadius: '50%', background: t.priority === 'High' ? T.danger : t.priority === 'Low' ? T.ok : T.warn, f"
"src/App.jsx","2130","App","token","T.inkMuted","type","","text","<div style={{ fontSize: '0.6875rem', color: T.inkMuted }}>Due {t.dueDate || '—'}</div>"
"src/App.jsx","2144","App","hex","#1c1917","brand","","r 8px · solid bg · text","style={{ flex: 1, padding: '0.5rem', border: 'none', borderRadius: '8px', background: '#1c1917', color: T.surface, fontSize: '0.8125rem', fontWeight: "
"src/App.jsx","2148","App","token","T.inkMuted","type","","r 8px · 1px border · text","style={{ flex: 1, padding: '0.5rem', border: `1px solid ${T.border}`, borderRadius: '8px', background: T.border, color: T.inkMuted, fontSize: '0.8125r"
"src/App.jsx","2162","App","rgb","rgba(42,38,34,0.55)","?","","tint bg","<div style={{ position:'fixed', inset:0, zIndex:99999, display:'flex', alignItems:'center', justifyContent:'center', background:'rgba(42,38,34,0.55)' "
"src/App.jsx","2164","App","rgb","rgba(42,38,34,0.22)","brand","","pill r8 · tint bg · shadow","<div style={{ background:T.surface, borderRadius:8, boxShadow:'0 24px 64px rgba(42,38,34,0.22)', width:420, padding:'28px 32px', fontFamily:'""Plus Jak"
"src/App.jsx","2174","App","token","T.danger","?","","r 4 · 1px border · text","style={{ padding:'10px 16px', background:'transparent', color:T.danger, border:`1px solid ${T.border}`, borderRadius:4, fontSize:13.5, fontWeight:500,"
"src/Tabs/AccountsTab.jsx","16","AccountsTab.jsx","hex","#9c6b4a","?","","—","const p = ['#9c6b4a','#7a5a3c','#5a6e5a','#6b5a7a','#8a5a5a','#5a7a8a','#7a6b5a','#4a6b5a'];"
"src/Tabs/AccountsTab.jsx","16","AccountsTab.jsx","hex","#7a5a3c","categorical","","—","const p = ['#9c6b4a','#7a5a3c','#5a6e5a','#6b5a7a','#8a5a5a','#5a7a8a','#7a6b5a','#4a6b5a'];"
"src/Tabs/AccountsTab.jsx","16","AccountsTab.jsx","hex","#5a6e5a","?","","—","const p = ['#9c6b4a','#7a5a3c','#5a6e5a','#6b5a7a','#8a5a5a','#5a7a8a','#7a6b5a','#4a6b5a'];"
"src/Tabs/AccountsTab.jsx","16","AccountsTab.jsx","hex","#6b5a7a","?","","—","const p = ['#9c6b4a','#7a5a3c','#5a6e5a','#6b5a7a','#8a5a5a','#5a7a8a','#7a6b5a','#4a6b5a'];"
"src/Tabs/AccountsTab.jsx","16","AccountsTab.jsx","hex","#8a5a5a","?","","—","const p = ['#9c6b4a','#7a5a3c','#5a6e5a','#6b5a7a','#8a5a5a','#5a7a8a','#7a6b5a','#4a6b5a'];"
"src/Tabs/AccountsTab.jsx","16","AccountsTab.jsx","hex","#5a7a8a","?","","—","const p = ['#9c6b4a','#7a5a3c','#5a6e5a','#6b5a7a','#8a5a5a','#5a7a8a','#7a6b5a','#4a6b5a'];"
"src/Tabs/AccountsTab.jsx","16","AccountsTab.jsx","hex","#7a6b5a","?","","—","const p = ['#9c6b4a','#7a5a3c','#5a6e5a','#6b5a7a','#8a5a5a','#5a7a8a','#7a6b5a','#4a6b5a'];"
"src/Tabs/AccountsTab.jsx","16","AccountsTab.jsx","hex","#4a6b5a","?","","—","const p = ['#9c6b4a','#7a5a3c','#5a6e5a','#6b5a7a','#8a5a5a','#5a7a8a','#7a6b5a','#4a6b5a'];"
"src/Tabs/AccountsTab.jsx","75","AccountsTab.jsx","token","T.danger","?","","—","const warmthColor = w => w === 'hot' ? T.danger : w === 'warm' ? T.warn : w === 'cool' ? T.info : T.inkMuted;"
"src/Tabs/AccountsTab.jsx","75","AccountsTab.jsx","token","T.warn","?","","—","const warmthColor = w => w === 'hot' ? T.danger : w === 'warm' ? T.warn : w === 'cool' ? T.info : T.inkMuted;"
"src/Tabs/AccountsTab.jsx","75","AccountsTab.jsx","token","T.info","info?","","—","const warmthColor = w => w === 'hot' ? T.danger : w === 'warm' ? T.warn : w === 'cool' ? T.info : T.inkMuted;"
"src/Tabs/AccountsTab.jsx","75","AccountsTab.jsx","token","T.inkMuted","type","","—","const warmthColor = w => w === 'hot' ? T.danger : w === 'warm' ? T.warn : w === 'cool' ? T.info : T.inkMuted;"
"src/Tabs/AccountsTab.jsx","113","SortHeader","token","T.inkMuted","neutral-status","","text","<div onClick={() => onSort(field)} style={{ display: 'flex', alignItems: 'center', gap: 3, cursor: 'pointer', userSelect: 'none', color: active ? T.in"
"src/Tabs/AccountsTab.jsx","134","AccountCard","rgb","rgba(42,38,34,0.05)","?","","—","background: isSelected ? 'rgba(42,38,34,0.05)' : T.surface,"
"src/Tabs/AccountsTab.jsx","138","AccountCard","rgb","rgba(42,38,34,0.1)","brand","","r T.r+1 · shadow","boxShadow: hov ? '0 4px 12px rgba(42,38,34,0.1)' : 'none',"
"src/Tabs/AccountsTab.jsx","145","AccountCard","hex","#fbf8f3","brand","","r 3 · 1px border · svg","{isSelected && <svg width=""10"" height=""10"" viewBox=""0 0 24 24"" fill=""none"" stroke=""#fbf8f3"" strokeWidth=""3"" strokeLinecap=""round"" strokeLinejoin=""roun"
"src/Tabs/AccountsTab.jsx","150","AccountCard","hex","#fef4e6","brand","","dot · text","<div style={{ width: 28, height: 28, borderRadius: '50%', background: avatarBg(account.name), color: '#fef4e6', display: 'flex', alignItems: 'center',"
"src/Tabs/AccountsTab.jsx","153","AccountCard","token","T.inkMuted","type","","text","{account.verticalMarket && <div style={{ fontSize: 10, color: T.inkMuted }}>{account.verticalMarket}</div>}"
"src/Tabs/AccountsTab.jsx","154","AccountCard","token","T.inkMuted","type","","text","{account.employeeCount && <div style={{ fontSize: 10, color: T.inkMuted }}>{account.employeeCount} emp</div>}"
"src/Tabs/AccountsTab.jsx","164","AccountCard","token","T.inkMuted","type","","text","<div style={{ fontSize: 9, fontWeight: 700, color: T.inkMuted, textTransform: 'uppercase', letterSpacing: 0.5 }}>{label}</div>"
"src/Tabs/AccountsTab.jsx","213","SubAccountDrawer","rgb","rgba(42,38,34,0.14)","brand","","spine 1px","boxShadow: '-8px 0 32px rgba(42,38,34,0.14)',"
"src/Tabs/AccountsTab.jsx","221","SubAccountDrawer","token","T.inkMuted","type","","text","<div style={{ fontSize: 10, fontWeight: 700, letterSpacing: 0.8, textTransform: 'uppercase', color: T.inkMuted }}>"
"src/Tabs/AccountsTab.jsx","226","SubAccountDrawer","token","T.inkMuted","neutral-status","","text","style={{ background: 'none', border: 'none', cursor: 'pointer', color: T.inkMuted, fontSize: 18, lineHeight: 1, padding: '0 2px', display: 'flex', ali"
"src/Tabs/AccountsTab.jsx","233","SubAccountDrawer","token","T.inkMuted","type","","text","<div style={{ fontSize: 12, color: T.inkMuted }}>"
"src/Tabs/AccountsTab.jsx","239","SubAccountDrawer","token","T.inkMuted","type","","r T.r · 1px border","<Icon name=""search"" size={13} color={T.inkMuted} />"
"src/Tabs/AccountsTab.jsx","247","SubAccountDrawer","token","T.inkMuted","neutral-status","","text","{q && <button onClick={() => setQ('')} style={{ background: 'none', border: 'none', cursor: 'pointer', color: T.inkMuted, fontSize: 14, padding: 0, li"
"src/Tabs/AccountsTab.jsx","254","SubAccountDrawer","token","T.inkMuted","type","","text","<div style={{ padding: '2rem', textAlign: 'center', color: T.inkMuted, fontSize: 13, fontStyle: 'italic' }}>"
"src/Tabs/AccountsTab.jsx","277","SubAccountDrawer","token","T.inkMuted","type","","text","<div style={{ fontSize: 11.5, color: T.inkMuted, display: 'flex', alignItems: 'center', gap: 5 }}>"
"src/Tabs/AccountsTab.jsx","288","SubAccountDrawer","token","T.inkMuted","type","","text","<div style={{ padding: '10px 18px', fontSize: 11.5, color: T.inkMuted, textAlign: 'center', borderTop: `1px solid ${T.border}` }}>"
"src/Tabs/AccountsTab.jsx","336","AccountRow","rgb","rgba(42,38,34,0.04)","?","","—","? 'rgba(42,38,34,0.04)'"
"src/Tabs/AccountsTab.jsx","350","AccountRow","hex","#fbf8f3","brand","","r 3 · 1px border · svg","{isSelected && <svg width=""10"" height=""10"" viewBox=""0 0 24 24"" fill=""none"" stroke=""#fbf8f3"" strokeWidth=""3"" strokeLinecap=""round"" strokeLinejoin=""roun"
"src/Tabs/AccountsTab.jsx","360","AccountRow","token","T.inkMuted","type","","—","{depth > 0 && <Icon name=""building"" size={11} color={T.inkMuted} />}"
"src/Tabs/AccountsTab.jsx","381","AccountRow","rgb","rgba(200,185,154,0.2)","?","","r T.r · tint bg · 1px border · text","{account.isVip && <span style={{ fontSize: 8, fontWeight: 700, color: T.goldInk, background: 'rgba(200,185,154,0.2)', padding: '1px 5px', borderRadius"
"src/Tabs/AccountsTab.jsx","382","AccountRow","token","T.danger","?","","r T.r · tint bg · 1px border · text","{account.isDnc && <span style={{ fontSize: 8, fontWeight: 700, color: T.danger, background: 'rgba(156,58,46,0.1)', padding: '1px 5px', borderRadius: T"
"src/Tabs/AccountsTab.jsx","382","AccountRow","rgb","rgba(156,58,46,0.1)","?","","r T.r · tint bg · 1px border · text","{account.isDnc && <span style={{ fontSize: 8, fontWeight: 700, color: T.danger, background: 'rgba(156,58,46,0.1)', padding: '1px 5px', borderRadius: T"
"src/Tabs/AccountsTab.jsx","382","AccountRow","rgb","rgba(156,58,46,0.3)","?","","r T.r · tint bg · 1px border · text","{account.isDnc && <span style={{ fontSize: 8, fontWeight: 700, color: T.danger, background: 'rgba(156,58,46,0.1)', padding: '1px 5px', borderRadius: T"
"src/Tabs/AccountsTab.jsx","384","AccountRow","token","T.inkMuted","type","","r T.r · tint bg · 1px border · text","<div style={{ fontSize: 10, color: T.inkMuted, marginTop: 1 }}>"
"src/Tabs/AccountsTab.jsx","400","AccountRow","token","T.inkMuted","type","","text","<div style={{ fontSize: 12, fontWeight: 600, color: pipeline > 0 ? T.ink : T.inkMuted, fontVariantNumeric: 'tabular-nums', paddingRight: 8 }}>"
"src/Tabs/AccountsTab.jsx","412","AccountRow","token","T.danger","?","","dot · text","<span style={{ fontSize: 11, color: daysSince !== null && daysSince < 7 ? T.danger : T.inkMuted }}>"
"src/Tabs/AccountsTab.jsx","412","AccountRow","token","T.inkMuted","type","","dot · text","<span style={{ fontSize: 11, color: daysSince !== null && daysSince < 7 ? T.danger : T.inkMuted }}>"
"src/Tabs/AccountsTab.jsx","420","AccountRow","hex","#fef4e6","brand","","dot · text","<div style={{ width: 22, height: 22, borderRadius: '50%', background: avatarBg(effectiveOwner), color: '#fef4e6', display: 'flex', alignItems: 'center"
"src/Tabs/AccountsTab.jsx","499","FilterPanel","rgb","rgba(42,38,34,0.18)","brand","","r T.r+1 · 1px border · shadow","borderRadius: T.r+1, boxShadow: '0 8px 32px rgba(42,38,34,0.18)',"
"src/Tabs/AccountsTab.jsx","502","FilterPanel","token","T.inkMuted","type","","text","<div style={{ fontSize: 10, fontWeight: 700, letterSpacing: 1, textTransform: 'uppercase', color: T.inkMuted, marginBottom: 16 }}>Filters</div>"
"src/Tabs/AccountsTab.jsx","824","AccountsTab","token","T.inkMuted","type","","text","fontSize: 10, fontWeight: 700, color: T.inkMuted,"
"src/Tabs/AccountsTab.jsx","886","Lane","token","T.inkMuted","type","","text","{subtitle && <span style={{ fontSize: 11, color: T.inkMuted, marginLeft: 8, fontFamily: T.sans }}>{subtitle}</span>}"
"src/Tabs/AccountsTab.jsx","911","Lane","token","T.danger","neutral-status","","—","<Lane title=""Needs attention"" subtitle={`${needsAttn.length} · Open pipeline, no contact in 21+ days`} accts={needsAttn} accentColor={T.danger} warmth"
"src/Tabs/AccountsTab.jsx","913","Lane","token","T.ok","neutral-status","","—","<Lane title=""Recent activity"" subtitle={`${recentAct.length} · Accounts you've been working this week`} accts={recentAct} accentColor={T.ok} warmthKey"
"src/Tabs/AccountsTab.jsx","914","Lane","token","T.inkMuted","type","","—","<Lane title=""Dormant"" subtitle={`${dormant.length} · No recent contact or pipeline`} accts={dormant} accentColor={T.inkMuted} warmthKey=""cold"" />"
"src/Tabs/AccountsTab.jsx","944","EmptyState","token","T.inkMuted","type","","text","<div style={{ padding: '3rem', textAlign: 'center', color: T.inkMuted, fontSize: 13, fontFamily: T.sans }}>"
"src/Tabs/AccountsTab.jsx","965","EmptyState","token","T.inkMuted","type","","text","<div style={{ fontSize: 12, color: T.inkMuted }}>"
"src/Tabs/AccountsTab.jsx","974","EmptyState","token","T.inkMuted","type","","r T.r · 1px border","<Icon name=""search"" size={13} color={T.inkMuted} />"
"src/Tabs/AccountsTab.jsx","984","EmptyState","token","T.inkMuted","neutral-status","","text","<button onClick={() => setSearch('')} style={{ background: 'none', border: 'none', cursor: 'pointer', color: T.inkMuted, fontSize: 14, lineHeight: 1, "
"src/Tabs/AccountsTab.jsx","1035","EmptyState","token","T.danger","destructive","","r T.r · solid bg · text","<button onClick={handleDeleteSelected} style={{ display: 'inline-flex', alignItems: 'center', gap: 5, padding: '6px 12px', background: T.danger, borde"
"src/Tabs/AccountsTab.jsx","1035","EmptyState","hex","#fff","brand","","r T.r · solid bg · text","<button onClick={handleDeleteSelected} style={{ display: 'inline-flex', alignItems: 'center', gap: 5, padding: '6px 12px', background: T.danger, borde"
"src/Tabs/AccountsTab.jsx","1066","EmptyState","token","T.inkMuted","type","","text","color: active ? T.ink : T.inkMuted,"
"src/Tabs/AccountsTab.jsx","1072","EmptyState","token","T.inkMuted","type","","—","onMouseLeave={e => { if (!active) e.currentTarget.style.color = T.inkMuted; }}>"
"src/Tabs/AccountsTab.jsx","1073","EmptyState","token","T.inkMuted","type","","—","<Icon name={v.icon} size={12} color={active ? T.ink : T.inkMuted} />"
"src/Tabs/AccountsTab.jsx","1098","EmptyState","token","T.danger","categorical","","—","{ key: 'hot', label: 'Hot', dot: T.danger, count: counts.hot },"
"src/Tabs/AccountsTab.jsx","1099","EmptyState","token","T.warn","categorical","","—","{ key: 'warm', label: 'Warm', dot: T.warn, count: counts.warm },"
"src/Tabs/AccountsTab.jsx","1100","EmptyState","token","T.info","categorical","","—","{ key: 'cool', label: 'Cool', dot: T.info, count: counts.cool },"
"src/Tabs/AccountsTab.jsx","1101","EmptyState","token","T.inkMuted","type","","—","{ key: 'cold', label: 'Needs reach', dot: T.inkMuted, count: counts.cold },"
"src/Tabs/AccountsTab.jsx","1117","EmptyState","rgb","rgba(255,255,255,0.7)","?","","dot","{dot && <span style={{ width: 6, height: 6, borderRadius: '50%', background: active ? 'rgba(255,255,255,0.7)' : dot, display: 'inline-block', flexShri"
"src/Tabs/AccountsTab.jsx","1119","EmptyState","token","T.inkMuted","type","","dot · text","<span style={{ fontSize: 11, color: active ? 'rgba(255,255,255,0.7)' : T.inkMuted, marginLeft: 1 }}>{count}</span>"
"src/Tabs/AccountsTab.jsx","1119","EmptyState","rgb","rgba(255,255,255,0.7)","categorical","","dot · text","<span style={{ fontSize: 11, color: active ? 'rgba(255,255,255,0.7)' : T.inkMuted, marginLeft: 1 }}>{count}</span>"
"src/Tabs/AdminView.jsx","65","V2Card","rgb","rgba(0,0,0,0.02)","brand","","r 6 · 1px border · shadow","style={{ background:T.surface, border:`1px solid ${hov ? T.borderStrong : T.border}`, borderRadius:6, padding:14, cursor:'pointer', position:'relative"
"src/Tabs/AdminView.jsx","71","V2Card","token","T.info","info","","text","{item.link && <span style={{ fontSize:11, color:T.info }}>↗</span>}"
"src/Tabs/AdminView.jsx","78","V2Card","token","T.danger","neutral-status","","r T.r · tint bg · 1px border · text","{attention && <span style={{ fontSize:10, color:T.danger, fontWeight:700, fontFamily:T.sans }}>Needs attention</span>}"
"src/Tabs/AdminView.jsx","80","V2Card","token","T.inkMuted","type","","text","<div style={{ display:'flex', alignItems:'center', justifyContent:'space-between', fontSize:10.5, color:T.inkMuted, fontFamily:T.sans }}>"
"src/Tabs/AdminView.jsx","85","V2Card","token","T.info","neutral-status","","text","<span style={{ color:T.info, fontWeight:600 }}>{item.link ? 'Open in Quotes →' : 'Open →'}</span>"
"src/Tabs/AdminView.jsx","96","LeaveGuardModal","rgb","rgba(42,38,34,0.55)","?","","tint bg","background:'rgba(42,38,34,0.55)' }} onClick={saving ? undefined : onStay}>"
